"","name","pval","adj_pval","f_statistic","df1","df2","lfc"
"6089","PTGDS",4.65537475903939e-72,5.97796672808248e-68,346.086559573712,1,2293.13682491745,8.57377152652525
"217","HMGN2",9.01518428661607e-32,5.78819907122185e-28,141.82006423541,1,2293.13682491745,1.40607470160707
"8520","NPC2",3.70586831809465e-25,1.58623516908845e-21,109.940878671922,1,2293.13682491745,0.747663763677038
"1607","TMSB10",3.44577102206878e-06,0.00958348542441674,21.6571350740236,1,2293.13682491745,0.325160116891091
"1789","LRP1B",3.73159622475537e-06,0.00958348542441674,21.5028565458036,1,2293.13682491745,3.82339441026914
"4189","TREM1",9.91289405157014e-05,0.212152454193687,15.2067250024072,1,2293.13682491745,1.92678678489672
"8188","OBI1",0.000140676725568087,0.258061404717116,14.5421366872908,1,2293.13682491745,-1.55836974865714
"5033","IMPDH1",0.000170381161881482,0.273483062465014,14.1791651175572,1,2293.13682491745,0.863943347689166
"12611","COX7B",0.000252741658192667,0.360606181428004,13.4338045200662,1,2293.13682491745,0.452361213083388
"520","CTH",0.000314563270607363,0.403930695786915,13.0212824301886,1,2293.13682491745,2.7055791138876
"51","CEP104",0.00043055768055469,0.502617379636616,12.43095884902,1,2293.13682491745,-1.3410075747421
"8920","CORO2B",0.000490160235741899,0.519354833765957,12.1876538870232,1,2293.13682491745,3.27999947587419
"2346","PRKAR2A",0.000525785596056182,0.519354833765957,12.0561204821442,1,2293.13682491745,0.534094175523521
"2540","PLCXD2",0.000780394390219413,0.715788883200534,11.3175890704032,1,2293.13682491745,3.16167188237893
"3544","LHFPL2",0.000982322906853943,0.735190820928019,10.8887298046155,1,2293.13682491745,-0.475088194723628
"469","MRPL37",0.00103970090979316,0.735190820928019,10.7831143789966,1,2293.13682491745,1.0793796877404
"3824","NUDCD2",0.00106339864477794,0.735190820928019,10.7412053610588,1,2293.13682491745,0.824486189009372
"2751","KPNA4",0.00118594776430152,0.735190820928019,10.5385432005031,1,2293.13682491745,0.424038147136212
"3333","TENM3",0.0012746075490356,0.735190820928019,10.4047375835629,1,2293.13682491745,3.27545743875409
"8266","ZNF219",0.00132451946155874,0.735190820928019,10.3334991625239,1,2293.13682491745,-1.35851970867826
"5707","TPM2",0.00134025013713495,0.735190820928019,10.3116096985923,1,2293.13682491745,1.51053673016966
"8286","ACIN1",0.00134620013379413,0.735190820928019,10.3033979637754,1,2293.13682491745,-0.514588190516086
"10292","FAM20A",0.00144495798919908,0.735190820928019,10.1722234080237,1,2293.13682491745,-0.958348485188304
"7753","KCNMB4",0.00146522412928494,0.735190820928019,10.1464308462287,1,2293.13682491745,1.09756914880899
"1724","TTL",0.00162019765853318,0.735190820928019,9.96038966375725,1,2293.13682491745,-0.754529240266498
"4325","PNRC1",0.00163718604679879,0.735190820928019,9.94110296486175,1,2293.13682491745,-0.41768377505482
"2652","UBA5",0.00165478004753314,0.735190820928019,9.92134143341527,1,2293.13682491745,0.876367769003976
"7416","C1S",0.00167024970123811,0.735190820928019,9.90414116933216,1,2293.13682491745,-10
"6140","ATP5F1C",0.00168772783088261,0.735190820928019,9.8849010217784,1,2293.13682491745,0.454527636978957
"3793","SLC36A1",0.00172900943967074,0.735190820928019,9.84024824529034,1,2293.13682491745,-0.468641038832273
"2027","USP37",0.00177485518641606,0.735190820928019,9.79190842227701,1,2293.13682491745,0.613977270238843
"1943","PLCL1",0.00189852353888445,0.761841898837974,9.6675725163613,1,2293.13682491745,-0.947300231749471
