"","name","pval","adj_pval","f_statistic","df1","df2","lfc"
"4065","AIF1",2.02819598872689e-55,2.6044064691242e-51,259.898802045066,1,2251.23582209068,1.73622285106348
"9462","MT1H",8.14636010167433e-05,0.35718784535572,15.5811362961539,1,2251.23582209068,4.98180422166665
"7654","CD63",8.34486049425403e-05,0.35718784535572,15.5353043458131,1,2251.23582209068,0.502095238897465
"7758","TBC1D15",0.000198458723564513,0.517109251657585,13.8913776579687,1,2251.23582209068,0.820992614732176
"1089","CHIT1",0.000201350849488975,0.517109251657585,13.86401878416,1,2251.23582209068,1.71780979244581
"7732","LLPH",0.000334715039598616,0.520867568579415,12.9050950337927,1,2251.23582209068,0.847969569910119
"762","CTSS",0.000356385690352813,0.520867568579415,12.787031450463,1,2251.23582209068,0.282535236762536
"6951","RASGRP2",0.000401936450752288,0.520867568579415,12.5608621812803,1,2251.23582209068,1.72196715153276
"6707","RNF141",0.000429893770163161,0.520867568579415,12.4345335184171,1,2251.23582209068,-1.59670942945796
"12335","PARVG",0.000513531790933518,0.520867568579415,12.1009615274115,1,2251.23582209068,0.725595115580296
"12091","ESS2",0.000513914340690315,0.520867568579415,12.0995655122673,1,2251.23582209068,-10
"3532","SV2C",0.000555714800183116,0.520867568579415,11.9530262292937,1,2251.23582209068,4.04984088339039
"2057","ACSL3",0.000569967925602901,0.520867568579415,11.9055944708242,1,2251.23582209068,-0.790334970323445
"10527","RNF138",0.000584639617793424,0.520867568579415,11.858005570949,1,2251.23582209068,0.785762010212602
"5885","SHOC1",0.000608442763701521,0.520867568579415,11.7833076841623,1,2251.23582209068,1.5426436036575
"5390","GDAP1",0.000683054566651896,0.548193980648563,11.5669747037715,1,2251.23582209068,1.04764692701907
"11340","NPAS1",0.000776081846171573,0.586215705099363,11.3284962700607,1,2251.23582209068,3.28776156546493
"294","ZNF362",0.000848832297564038,0.592764892817584,11.1613454017135,1,2251.23582209068,0.993007619971711
"6814","C11orf49",0.000891507272815487,0.592764892817584,11.0699147551803,1,2251.23582209068,0.786214691186539
"10756","DUS3L",0.000923237898633415,0.592764892817584,11.0047580770151,1,2251.23582209068,1.9587746351928
"5590","VPS28",0.00106733373774875,0.652649167925318,10.7348483987571,1,2251.23582209068,0.569145121400643
"4519","IPCEF1",0.0011645870267481,0.679748273203289,10.5727913990405,1,2251.23582209068,2.1537930132642
"12033","ABCG1",0.00130634841286098,0.729339998675996,10.3595916223397,1,2251.23582209068,-1.54402073167177
"7436","M6PR",0.00159483062376152,0.816286922930452,9.99001856148943,1,2251.23582209068,0.417507145599686
"5897","CDC26",0.00166222081056307,0.816286922930452,9.91348653582744,1,2251.23582209068,-1.446217934582
"5214","PCM1",0.00167730865650292,0.816286922930452,9.89678324093783,1,2251.23582209068,0.431277669268898
"946","DDR2",0.00175941783945873,0.816286922930452,9.80847244903152,1,2251.23582209068,3.34814689199451
"4680","PLEKHA8",0.00177992631742486,0.816286922930452,9.78706731205093,1,2251.23582209068,0.839508994657233
"7433","MFAP5",0.00198220774077642,0.877707917217585,9.58842479875848,1,2251.23582209068,3.48723690363011
"4138","ITPR3",0.00242719521554226,0.878377586881843,9.21553242048548,1,2251.23582209068,3.42490716626232
"6509","MXI1",0.0025828533834675,0.878377586881843,9.10131799822202,1,2251.23582209068,0.665023574733635
"6768","TCP11L1",0.00258999425457805,0.878377586881843,9.09624750393794,1,2251.23582209068,0.75430486405239
"4549","PACRG",0.00262879563006682,0.878377586881843,9.068941832584,1,2251.23582209068,3.38441831361877
"11880","ATP9A",0.00265236330032253,0.878377586881843,9.05255574271697,1,2251.23582209068,3.19666886663634
"2396","MANF",0.00265607479726058,0.878377586881843,9.04998870907138,1,2251.23582209068,-1.82711967404797
"10202","COX11",0.00276733551658984,0.878377586881843,8.97468243514698,1,2251.23582209068,-1.77742705624441
"5182","ANGPT2",0.00287730066231283,0.878377586881843,8.90321753097631,1,2251.23582209068,1.74548942486378
"356","SMAP2",0.00290314700171017,0.878377586881843,8.88682338792132,1,2251.23582209068,-0.44689731996425
"8234","ATP11A",0.00296241749320679,0.878377586881843,8.84978199980358,1,2251.23582209068,0.469208250604128
"1677","AC079447.1",0.00298242508328713,0.878377586881843,8.83744803019031,1,2251.23582209068,-1.93511508421973
"7446","CLEC12A",0.00303105294436782,0.878377586881843,8.80781794349356,1,2251.23582209068,1.4441952645644
"3952","SLC35B3",0.0031300467185124,0.878377586881843,8.74896402617923,1,2251.23582209068,-1.61008230163967
"11227","COQ8B",0.00316534471302615,0.878377586881843,8.72843532185932,1,2251.23582209068,-2.91246212021352
"7000","TSGA10IP",0.00321822607604897,0.878377586881843,8.69811203575708,1,2251.23582209068,3.48745552225912
"7142","DDIAS",0.00330483048811226,0.878377586881843,8.64952929720722,1,2251.23582209068,3.46103806789183
"2155","OGG1",0.00333118374759015,0.878377586881843,8.63500254976645,1,2251.23582209068,1.26022525464737
"980","SCYL3",0.00342483269855186,0.878377586881843,8.58430986061924,1,2251.23582209068,1.04645266304093
"5906","AKNA",0.00343068290809995,0.878377586881843,8.58119006712634,1,2251.23582209068,0.599499834933068
"1554","FAM136A",0.00343889289348266,0.878377586881843,8.5768209706886,1,2251.23582209068,-1.59656523365988
"5275","LEPROTL1",0.00345766456225608,0.878377586881843,8.56687102023118,1,2251.23582209068,0.581216035313101
"258","SDC3",0.00348861123985468,0.878377586881843,8.55058706883095,1,2251.23582209068,-0.927868264199479
"6800","SLC35C1",0.00357658084031679,0.880000223848042,8.50508854638267,1,2251.23582209068,1.52641885582965
"2017","RUFY4",0.00379814603370563,0.880000223848042,8.39535850069204,1,2251.23582209068,-3.24673252122597
"4845","RUNDC3B",0.0038214370528709,0.880000223848042,8.38420424563629,1,2251.23582209068,3.15119055286916
"3797","G3BP1",0.00393932087877004,0.880000223848042,8.32878991445754,1,2251.23582209068,-0.633898741314458
"7846","NUAK1",0.00394627633531148,0.880000223848042,8.3255732706602,1,2251.23582209068,2.74604739099476
"8205","UBAC2",0.00407873148120906,0.880000223848042,8.26539545163414,1,2251.23582209068,0.410937836650964
"12137","CHCHD10",0.00409178994670287,0.880000223848042,8.25957077427192,1,2251.23582209068,0.507117967699024
"5168","DNAJB6",0.00410257711988599,0.880000223848042,8.25477345904799,1,2251.23582209068,-0.396714552048012
"5283","WRN",0.00411183034272117,0.880000223848042,8.25066855384783,1,2251.23582209068,0.880760606253637
"11479","ZNF845",0.00418201621070083,0.880348691173924,8.21983574492601,1,2251.23582209068,-10
"8325","RIPK3",0.00444794684571448,0.890176130412908,8.10761139285083,1,2251.23582209068,1.15255733123479
"5580","MROH1",0.00445682163941179,0.890176130412908,8.10398508048253,1,2251.23582209068,0.625685202956101
"6932","COX8A",0.00459395274797595,0.890176130412908,8.04886889063595,1,2251.23582209068,0.376635071477205
"1052","RGS13",0.00461139981925814,0.890176130412908,8.04197702885268,1,2251.23582209068,2.43918733049275
"9370","CORO1A",0.00463409093806562,0.890176130412908,8.03305334020603,1,2251.23582209068,0.718027170365147
"7717","SLC16A7",0.00464463832549372,0.890176130412908,8.02892054254216,1,2251.23582209068,2.15206541286163
"7192","MMP7",0.00486514706914159,0.909549433933797,7.94464224197274,1,2251.23582209068,2.49401262991446
"4532","TULP4",0.00488738501218223,0.909549433933797,7.93636005427951,1,2251.23582209068,0.577243785291505
"9982","CCL13",0.00512586521902077,0.934664551910982,7.84988259899937,1,2251.23582209068,2.66862771537727
"11363","GRWD1",0.0052127544198934,0.934664551910982,7.81939111058186,1,2251.23582209068,-10
"11396","FCGRT",0.00531223294324274,0.934664551910982,7.78511195749685,1,2251.23582209068,0.320919611662083
"651","DRAM2",0.00531348900315409,0.934664551910982,7.78468333251518,1,2251.23582209068,-0.571455187561008
"1468","PRKCE",0.00545763692685263,0.936591182513704,7.73616790391513,1,2251.23582209068,0.489521201038588
"6765","PRRG4",0.00547031685137667,0.936591182513704,7.73196299961262,1,2251.23582209068,1.20843326511389
"7418","C1RL",0.00563776376709735,0.945959001929164,7.67734892051732,1,2251.23582209068,-10
"6604","PGGHG",0.0057200611929203,0.945959001929164,7.65111081690648,1,2251.23582209068,-10
"7283","HMBS",0.00574603240794913,0.945959001929164,7.64291059431141,1,2251.23582209068,1.64654659741068
"10446","WDR45B",0.00588848323228049,0.952403025768102,7.59859514744963,1,2251.23582209068,0.603019526875064
"12097","UFD1",0.00596027387227734,0.952403025768102,7.57667464072668,1,2251.23582209068,-1.00833390603976
"12632","XKRX",0.00605882255655339,0.952403025768102,7.54701892352863,1,2251.23582209068,3.07479987598845
"10765","PSPN",0.00612178210350586,0.952403025768102,7.52832961169711,1,2251.23582209068,2.17558532098956
"599","PTBP2",0.00625230638881945,0.952403025768102,7.49020148550904,1,2251.23582209068,0.500007522234171
"7792","MRPL42",0.00636188411637634,0.952403025768102,7.4588147608846,1,2251.23582209068,0.699866127181828
"1795","ORC4",0.00655078906566701,0.952403025768102,7.40598101090453,1,2251.23582209068,0.68135423950072
"2093","DGKD",0.00664289604632531,0.952403025768102,7.38078206681396,1,2251.23582209068,0.732135756921832
"859","KHDC4",0.00669543160753471,0.952403025768102,7.36656862836944,1,2251.23582209068,-1.22354586029216
"10959","TPM4",0.00673072742067695,0.952403025768102,7.35708325146494,1,2251.23582209068,0.355724836410829
"8580","KCNK13",0.00676392212687549,0.952403025768102,7.34820879892446,1,2251.23582209068,0.638927417887154
"10116","SLC25A39",0.00682102463002055,0.952403025768102,7.33304635141954,1,2251.23582209068,-1.07056952580195
"11037","SUGP1",0.00695820606593885,0.952403025768102,7.29714441665755,1,2251.23582209068,-1.48336325575539
"6391","TNKS2",0.00731035213485293,0.952403025768102,7.2081982824928,1,2251.23582209068,0.428822792543467
"10150","TBKBP1",0.00749077691328289,0.952403025768102,7.16430925879919,1,2251.23582209068,1.22980952959724
"11379","DHDH",0.00754480473874554,0.952403025768102,7.15137697589672,1,2251.23582209068,-10
"2137","TRNT1",0.00754929373748107,0.952403025768102,7.15030673995776,1,2251.23582209068,-1.62041559197586
"8321","NOP9",0.00760672391825654,0.952403025768102,7.13667179219168,1,2251.23582209068,-2.09482194195098
"12755","IDS",0.00762959849438738,0.952403025768102,7.13127026548722,1,2251.23582209068,-0.671890723158316
"7413","PHB2",0.00764054095407901,0.952403025768102,7.1286922052164,1,2251.23582209068,0.666272463233554
"5143","AOC1",0.00771057652204018,0.952403025768102,7.1122806537627,1,2251.23582209068,3.47928887314393
"2786","MRPL47",0.00818480330434702,0.952403025768102,7.00501442592541,1,2251.23582209068,0.689710444890835
"9354","CDIPT",0.00831341336575083,0.952403025768102,6.97701948259131,1,2251.23582209068,0.802280031220126
"8313","CHMP4A",0.00833714789748798,0.952403025768102,6.97190161088705,1,2251.23582209068,0.505615837664092
"9279","ACSM5",0.00833739879049742,0.952403025768102,6.97184759060173,1,2251.23582209068,-2.81682085440921
"800","S100A4",0.00838302850698765,0.952403025768102,6.96205054126641,1,2251.23582209068,-0.626955464638305
"10838","ZGLP1",0.00840149884796669,0.952403025768102,6.95810033354068,1,2251.23582209068,1.09824846501511
"9506","FBXL8",0.00887887967575183,0.952403025768102,6.85897727258988,1,2251.23582209068,-10
"2121","SNED1",0.00899079913897138,0.952403025768102,6.83652873843706,1,2251.23582209068,-2.24179804901351
"7","C1orf159",0.00911840606167462,0.952403025768102,6.81128039009494,1,2251.23582209068,1.1353442292571
"5767","GNAQ",0.00934482745759485,0.952403025768102,6.76735918343205,1,2251.23582209068,0.261192414935602
"4742","PKD1L1",0.00934593122117254,0.952403025768102,6.76714775743285,1,2251.23582209068,-10
"8034","ZNF891",0.00943332462463247,0.952403025768102,6.75048827988622,1,2251.23582209068,-10
"667","CAPZA1",0.00943763219452167,0.952403025768102,6.74967124014955,1,2251.23582209068,0.342027992380103
"2928","ZBTB49",0.00949473371890503,0.952403025768102,6.73887646859851,1,2251.23582209068,-10
"2112","ASB1",0.00953534530873062,0.952403025768102,6.73123946395156,1,2251.23582209068,1.09803803080651
"8900","DENND4A",0.00954427819135916,0.952403025768102,6.72956411086627,1,2251.23582209068,0.540741502427697
"2233","TGFBR2",0.00959401932887932,0.952403025768102,6.72026451159652,1,2251.23582209068,0.389741290925028
