"","name","pval","adj_pval","f_statistic","df1","df2","lfc"
"1578","GNLY",3.24037752491953e-08,0.000406375745400158,30.7574685152371,1,2427.69286119915,4.51654317440233
"12105","IL3RA",0.000112964999949823,0.566339209636084,14.9555813631154,1,2427.69286119915,-10
"4999","CDK5",0.000135477045603082,0.566339209636084,14.6108064030314,1,2427.69286119915,-2.17189612031679
"1073","NUAK2",0.000226246345483451,0.578176271448308,13.6404730834383,1,2427.69286119915,1.32213507323776
"3852","SIRT5",0.000230514421277533,0.578176271448308,13.605187263822,1,2427.69286119915,-1.73115717016118
"5355","TATDN1",0.000357052104554741,0.64797124561768,12.7806771930924,1,2427.69286119915,-1.14072192086845
"6204","ANKRD22",0.000378426489059355,0.64797124561768,12.6713696706288,1,2427.69286119915,3.75382031739249
"5070","CSGALNACT1",0.000453791757209923,0.64797124561768,12.3303079591968,1,2427.69286119915,2.87178662993151
"5747","ASTN2",0.000465014050758243,0.64797124561768,12.2844778199409,1,2427.69286119915,-3.57045089040059
"1942","PTH2R",0.000567278138210358,0.71142351312961,11.9119732574026,1,2427.69286119915,1.91211889433159
"2295","KLHDC8B",0.000658981755008859,0.751299108142373,11.631678447199,1,2427.69286119915,-1.36265323132804
"7927","CYSLTR2",0.000813607999337203,0.77215299672785,11.2381694777176,1,2427.69286119915,0.994508231897265
"2381","ARHGEF3",0.000861870224397058,0.77215299672785,11.1307501381463,1,2427.69286119915,-0.585136679001047
"5326","NUDCD1",0.000931134565599763,0.77215299672785,10.9867712810763,1,2427.69286119915,-1.0985171676354
"12483","FLNA",0.00103998954294512,0.77215299672785,10.7810649161654,1,2427.69286119915,-0.757767761564903
"1807","DYNC1I2",0.00107340658503768,0.77215299672785,10.7222724280324,1,2427.69286119915,-0.488339394021364
"1016","TPR",0.00114953198829845,0.77215299672785,10.5949798686612,1,2427.69286119915,-0.426400084491506
"3905","ZKSCAN3",0.00118413268905559,0.77215299672785,10.5399188938098,1,2427.69286119915,1.3957730659112
"6832","ZDHHC24",0.00118989075109265,0.77215299672785,10.5309143097207,1,2427.69286119915,-0.953182328166265
"2783","TM4SF19",0.00123140578379372,0.77215299672785,10.4672693596748,1,2427.69286119915,-1.87868462000526
"7859","FLT1",0.00159018414846684,0.921520537638151,9.99364373549023,1,2427.69286119915,2.56781115984109
"6861","UNC93B1",0.0016217300599933,0.921520537638151,9.95732435253861,1,2427.69286119915,-0.316067266654241
"10418","PEAK3",0.00189469217398926,0.921520537638151,9.67005400043873,1,2427.69286119915,-10
"8745","PEAK1",0.00195389305131652,0.921520537638151,9.61331256260245,1,2427.69286119915,0.321702299801369
"11163","IGLON5",0.00197042041852787,0.921520537638151,9.59778303804678,1,2427.69286119915,1.38221893201987
"5361","NSMCE2",0.00206875801879277,0.921520537638151,9.50803054782343,1,2427.69286119915,-0.360550337426309
"7164","DCP1B",0.002126668271964,0.921520537638151,9.45717989516058,1,2427.69286119915,0.729499587522096
