"id","APOEuptake","DQBSA","Gcase_diff","LDLuptake","Lysotracker","TREM2"
"ABCA1",-2.24765809552978,-1.66723341894284,0.209920143831391,-1.48471249638361,2.27962397112359,-0.968329172143658
"ABCA7",0.632010524666898,0.769460474540402,-0.355573489618785,0.812229421931997,2.77551120575134,0.17334532336337
"ABI3",0.50020604830317,0.962277954224392,-1.7054689416304,-0.600084382910704,1.04676061378749,-0.699355324812891
"ACTB",-2.46061270681736,1.64872981094764,2.85615184651878,-1.04269408124247,-0.453526035662727,1.85418288365267
"ADA2",-0.587511841415142,0.682947527682985,-1.55313870951348,0.556996237304042,0.864214624235033,-1.12134743889006
"ADAM10",-0.565946720509859,-0.840853519985485,-0.783233510194749,-0.527667693417369,-1.76505215905277,-0.864160004318308
"ADGRG1",0.27998371366247,0.712072309957863,-0.516149496936653,-0.703538857186609,-0.397091483427624,2.62791095891737
"AIF1",1.13291488143192,-1.68772515857276,0.406398257239038,-2.01124106675829,0.320723416760975,-0.491999071395603
"APOC1",1.058055808159,-0.7979319177074,-0.956202375558077,-1.60834335621167,-0.910175429207334,-1.73619704270197
"APOE",-1.15200261198257,1.04427105636757,-1.00951022574794,-1.3102537732897,-0.34825324991167,1.20035885803086
"APP",0.831944982233862,0.934337163156736,-1.13716336199323,0.788233734822851,0.915422253968844,1.12613117526839
"AXL",1.08182566542188,2.6166436165678,-1.56445820871473,1.46083765271516,-1.2905204966184,-0.524659379610053
"BIN1",1.04427105636757,-0.36630164800427,2.58610626343886,0.463452576390187,0.661081575953551,1.23486701839958
"C1QA",-1.66723341894284,1.17062386571997,-1.08964398419803,-1.16712473547744,1.06824502407432,1.1399911216578
"C1QB",0.697196226743246,-1.40766598001961,-1.54925680062377,-1.2309809212928,0.920885901583608,-2.01712950789828
"C1QC",0.416123000735968,-1.46105626918691,-1.6429658457525,1.47601449889858,-0.858239914561863,0.939157277781941
"C3AR1",0.308699663266558,1.59068715107855,-0.16908472451608,-1.21075321679764,0.538213008857401,1.07883789148177
"C9orf72",-2.42913250004058,-0.759756749565419,1.09679732459597,1.71213387459135,0.681682081741014,-0.321488797986848
"CCR2",0.537300587057029,-1.33178758107074,-1.27553484202096,-2.23534054748182,1.19230927263643,-0.81064424571894
"CD14",0.738204810666228,1.00252520388044,-0.438215601498084,0.816769789134975,1.03961242925078,-1.77009089545298
"CD180",-1.20526763412501,0.276570394505552,0.699355324812891,-1.27491310514123,1.59304542949388,-0.420678312280691
"CD19",-1.75109817817259,0.836488755418583,1.62407407591257,0.962277954224392,1.46908402558526,-0.636086567683141
"CD1D",-2.45473112095147,-1.18537300545173,-0.792841799036541,-1.53014840122025,-0.669071294813106,-0.742606420862612
"CD226",-1.00252520388044,2.33283132300239,2.22203411756576,-0.631306710637018,-2.48533382258793,-2.28222601411253
"CD300A",1.33178758107074,-1.51564160809567,1.53758547972414,-0.975666012669722,1.4730780178821,2.08347443075462
"CD300C",-1.12518652968237,0.925838338216072,-1.28560772318719,0.746790551284607,-0.694290575703083,0.62133382896259
"CD300LB",0.306925603856769,-0.482106911911178,-0.219629133626567,-0.543304741811455,-1.17451202062808,0.900207191067526
"CD300LF",-1.7562659992725,0.995876818365662,-1.12887634701006,0.430585206012222,-2.33588952588652,1.53885376788337
"CD33",-0.657857036652289,-0.890476651595525,-0.858040681739091,-1.1966833477745,0.875246126935228,0.98882248723938
"CD37",-0.65743694912014,-1.81372548163636,0.516149496936653,0.96225804155274,-2.81927674787617,2.66518491393779
"CD40",0.658868835049088,-1.80100558295788,-1.00252520388044,0.451443413369792,-1.34566679373986,0.860306701030433
"CD44",0.593151152238749,-0.788233734822851,-1.60519907946976,0.89778534336537,0.963712670737469,-0.691231613501734
"CD48",1.84137925968088,0.908962349858715,0.401978295183556,-1.20640855249932,-2.05885636724333,-2.04169293520792
"CD52",-2.49389475954728,1.20547495712565,-1.17062386571997,-1.40544161275872,-0.271898584053198,-1.06596381397984
"CD58",1.90300417852266,0.37991299595078,-1.44942117055935,0.686655254825856,-1.43159416682985,1.37930738677042
"CD68",-2.45117678800757,1.49214933858224,-0.142367160827661,-0.831449049191712,1.44517050125473,-0.733489384568082
"CD69",1.71213387459135,0.33682344259599,1.15409798355087,-1.34952000236637,0.374825833882305,-0.885123548511228
"CD80",-2.22663018316767,1.53885376788337,1.3427590719947,0.674411080656197,-0.616037151774173,-1.65897415678142
"CD81",-0.941224156438123,1.2482486848309,2.00217419506285,1.04254300066719,-1.03961242925078,1.64722406084804
"CD86",-2.14281445681019,-2.10747992528492,1.39767727974315,1.93479057614915,1.73482390877597,-0.935462500702937
"CHRNE",1.53885376788337,-1.94628095521757,1.058055808159,2.14206813030444,0.573523931727808,0.658868835049088
"CLDN7",-0.739818717570955,2.00879385706375,1.18821173885548,0.863959753343086,0.957450340575041,-1.39296623943909
"CLEC2B",-2.54327105410381,-1.89078537682928,0.32550354508383,2.19723033708179,-1.54581190924249,-1.85501559240346
"CLEC2D",-0.96471016987637,-1.2456579431792,2.03768944929489,0.672775699084818,1.20141567161079,-1.62646863687099
"CLEC7A",-1.11507099436169,-1.71958997354553,1.66120142245496,-0.872748822543913,0.837698599874677,-1.76172365005158
"CLECL1",0.783233510194749,1.96753990602333,0.640250125007096,2.41898224198115,1.19233478574435,-0.865107114817526
"CLIC1",-2.19890047278687,0.729117157819321,2.50123793370103,1.23642669064227,-1.81053410785986,-1.30386387278087
"CLN3",0.438215601498084,-1.44670344214143,0.636086567683141,-0.635963825999598,0.438312176913816,1.09604290211189
